Pokemon,Card Type,Generation,Card Number,Price
EEVEE,ALTERNATE ART,SUN AND MOON - BASE SET,101A OF 149,4.99
SPINDA,REVERSE HOLO,SUN AND MOON - BASE SET,102 OF 163,0.39
SPINDA,STANDARD,SUN AND MOON - BASE SET,102 OF 163,0.19
LILLIPUP,REVERSE HOLO,SUN AND MOON - BASE SET,103 OF 163,0.29
LILLIPUP,STANDARD,SUN AND MOON - BASE SET,103 OF 163,0.09
HERDIER,REVERSE HOLO,SUN AND MOON - BASE SET,104 OF 163,0.39
HERDIER,STANDARD,SUN AND MOON - BASE SET,104 OF 163,0.19
STOUTLAND,REVERSE HOLO,SUN AND MOON - BASE SET,105 OF 163,0.39
STOUTLAND,STANDARD,SUN AND MOON - BASE SET,105 OF 163,0.29
PIKIPEK,REVERSE HOLO,SUN AND MOON - BASE SET,106 OF 163,0.29
PIKIPEK,STANDARD,SUN AND MOON - BASE SET,106 OF 163,0.09
TRUMBEAK,REVERSE HOLO,SUN AND MOON - BASE SET,107 OF 163,0.39
TRUMBEAK,STANDARD,SUN AND MOON - BASE SET,107 OF 163,0.19
TOUCANNON,REVERSE HOLO,SUN AND MOON - BASE SET,108 OF 163,0.49
TOUCANNON,STANDARD,SUN AND MOON - BASE SET,108 OF 163,0.29
YUNGOOS,REVERSE HOLO,SUN AND MOON - BASE SET,109 OF 163,0.29
YUNGOOS,STANDARD,SUN AND MOON - BASE SET,109 OF 163,0.09
GUMSHOOS GX,STANDARD,SUN AND MOON - BASE SET,110 OF 163,2.79
STUFFUL,REVERSE HOLO,SUN AND MOON - BASE SET,111 OF 163,0.29
STUFFUL,STANDARD,SUN AND MOON - BASE SET,111 OF 163,0.09
BEWEAR,REVERSE HOLO,SUN AND MOON - BASE SET,112 OF 163,0.39
BEWEAR,STANDARD,SUN AND MOON - BASE SET,112 OF 163,0.29
ORANGURU,STANDARD,SUN AND MOON - BASE SET,113 OF 163,3.29
ORANGURU,REVERSE HOLO,SUN AND MOON - BASE SET,113 OF 163,2.29
BIG MALASADA,REVERSE HOLO,SUN AND MOON - BASE SET,114 OF 163,0.29
BIG MALASADA,STANDARD,SUN AND MOON - BASE SET,114 OF 163,0.19
CRUSHING HAMMER,REVERSE HOLO,SUN AND MOON - BASE SET,115 OF 163,1.55
CRUSHING HAMMER,STANDARD,SUN AND MOON - BASE SET,115 OF 163,1.15
ENERGY RETRIEVAL,REVERSE HOLO,SUN AND MOON - BASE SET,116 OF 163,0.39
ENERGY RETRIEVAL,STANDARD,SUN AND MOON - BASE SET,116 OF 163,0.19
ENERGY SWITCH,STANDARD,SUN AND MOON - BASE SET,117 OF 163,0.59
ENERGY SWITCH,REVERSE HOLO,SUN AND MOON - BASE SET,117 OF 163,0.29
EXP. SHARE,REVERSE HOLO,SUN AND MOON - BASE SET,118 OF 163,0.89
EXP. SHARE,STANDARD,SUN AND MOON - BASE SET,118 OF 163,0.19
GREAT BALL,STANDARD,SUN AND MOON - BASE SET,119 OF 163,0.29
GREAT BALL,REVERSE HOLO,SUN AND MOON - BASE SET,119 OF 163,0.29
HAU,REVERSE HOLO,SUN AND MOON - BASE SET,120 OF 163,0.39
HAU,STANDARD,SUN AND MOON - BASE SET,120 OF 163,0.19
ILIMA,REVERSE HOLO,SUN AND MOON - BASE SET,121 OF 163,0.29
ILIMA,STANDARD,SUN AND MOON - BASE SET,121 OF 163,0.19
LILLIE,REVERSE HOLO,SUN AND MOON - BASE SET,122 OF 163,1.15
LILLIE,STANDARD,SUN AND MOON - BASE SET,122 OF 163,0.89
NEST BALL,REVERSE HOLO,SUN AND MOON - BASE SET,123 OF 163,2.29
NEST BALL,STANDARD,SUN AND MOON - BASE SET,123 OF 163,0.39
POISON BARB,REVERSE HOLO,SUN AND MOON - BASE SET,124 OF 163,0.59
POISON BARB,STANDARD,SUN AND MOON - BASE SET,124 OF 163,0.39
POKE BALL,REVERSE HOLO,SUN AND MOON - BASE SET,125 OF 163,0.29
POKE BALL,STANDARD,SUN AND MOON - BASE SET,125 OF 163,0.19
POKEMON CATCHER,REVERSE HOLO,SUN AND MOON - BASE SET,126 OF 163,0.59
POKEMON CATCHER,STANDARD,SUN AND MOON - BASE SET,126 OF 163,0.19
POTION,REVERSE HOLO,SUN AND MOON - BASE SET,127 OF 163,0.39
POTION,STANDARD,SUN AND MOON - BASE SET,127 OF 163,0.19
PROFESSOR KUKUI,REVERSE HOLO,SUN AND MOON - BASE SET,128 OF 163,1.55
PROFESSOR KUKUI,STANDARD,SUN AND MOON - BASE SET,128 OF 163,0.15
RARE CANDY,REVERSE HOLO,SUN AND MOON - BASE SET,129 OF 163,3.29
RARE CANDY,STANDARD,SUN AND MOON - BASE SET,129 OF 163,2.79
REPEL,REVERSE HOLO,SUN AND MOON - BASE SET,130 OF 163,0.29
REPEL,STANDARD,SUN AND MOON - BASE SET,130 OF 163,0.19
ROTOM DEX,REVERSE HOLO,SUN AND MOON - BASE SET,131 OF 163,0.39
ROTOM DEX,STANDARD,SUN AND MOON - BASE SET,131 OF 163,0.19
SWITCH,REVERSE HOLO,SUN AND MOON - BASE SET,132 OF 163,0.59
SWITCH,STANDARD,SUN AND MOON - BASE SET,132 OF 163,0.19
TEAM SKULL GRUNT,REVERSE HOLO,SUN AND MOON - BASE SET,133 OF 163,0.59
TEAM SKULL GRUNT,STANDARD,SUN AND MOON - BASE SET,133 OF 163,0.39
TIMER BALL,REVERSE HOLO,SUN AND MOON - BASE SET,134 OF 163,0.89
TIMER BALL,STANDARD,SUN AND MOON - BASE SET,134 OF 163,0.15
ULTRA BALL,REVERSE HOLO,SUN AND MOON - BASE SET,135 OF 163,1.99
ULTRA BALL,STANDARD,SUN AND MOON - BASE SET,135 OF 163,1.35
DOUBLE COLORLESS ENERGY,REVERSE HOLO,SUN AND MOON - BASE SET,136 OF 163,2.49
DOUBLE COLORLESS ENERGY,STANDARD,SUN AND MOON - BASE SET,136 OF 163,1.35
RAINBOW ENERGY,REVERSE HOLO,SUN AND MOON - BASE SET,137 OF 163,1.55
RAINBOW ENERGY,STANDARD,SUN AND MOON - BASE SET,137 OF 163,1.15
LURANTIS GX,STANDARD,SUN AND MOON - BASE SET,138 OF 163,5.25
LAPRAS GX,STANDARD,SUN AND MOON - BASE SET,139 OF 163,6.75
ESPEON GX,STANDARD,SUN AND MOON - BASE SET,140 OF 163,9.75
LUNALA GX,STANDARD,SUN AND MOON - BASE SET,141 OF 163,9.99
UMBREON GX,STANDARD,SUN AND MOON - BASE SET,142 OF 163,12.99
SOLGALEO GX,STANDARD,SUN AND MOON - BASE SET,143 OF 163,13.99
TAUROS GX,STANDARD,SUN AND MOON - BASE SET,144 OF 163,4.79
GUMSHOOS GX,STANDARD,SUN AND MOON - BASE SET,145 OF 163,4.79
ILIMA,STANDARD,SUN AND MOON - BASE SET,146 OF 163,4.79
LILLIE,STANDARD,SUN AND MOON - BASE SET,147 OF 163,25.99
PROFESSOR KUKUI,STANDARD,SUN AND MOON - BASE SET,148 OF 163,5.75
TEAM SKULL GRUNT,STANDARD,SUN AND MOON - BASE SET,149 OF 163,6.75
LURANTIS GX,STANDARD,SUN AND MOON - BASE SET,150 OF 163,9.75
LAPRAS GX,STANDARD,SUN AND MOON - BASE SET,151 OF 163,10.99
ESPEON GX,STANDARD,SUN AND MOON - BASE SET,152 OF 163,16.99
LUNALA GX,STANDARD,SUN AND MOON - BASE SET,153 OF 163,13.99
UMBREON GX,STANDARD,SUN AND MOON - BASE SET,154 OF 163,17.99
SOLGALEO GX,STANDARD,SUN AND MOON - BASE SET,155 OF 163,18.99
TAUROS GX,STANDARD,SUN AND MOON - BASE SET,156 OF 163,9.75
GUMSHOOS GX,STANDARD,SUN AND MOON - BASE SET,157 OF 163,10.99
NEST BALL,STANDARD,SUN AND MOON - BASE SET,158 OF 163,12.99
ROTOM DEX,STANDARD,SUN AND MOON - BASE SET,159 OF 163,5.75
SWITCH,STANDARD,SUN AND MOON - BASE SET,160 OF 163,20.99
ULTRA BALL,STANDARD,SUN AND MOON - BASE SET,161 OF 163,36.99
PSYCHIC ENERGY,STANDARD,SUN AND MOON - BASE SET,162 OF 163,20.99
METAL ENERGY,STANDARD,SUN AND MOON - BASE SET,163 OF 163,19.99
GRASS ENERGY,STANDARD,SUN AND MOON - BASE SET,164 OF 163,0.09
FIGHTING ENERGY,STANDARD,SUN AND MOON - BASE SET,165 OF 163,0.09
PSYCHIC ENERGY,STANDARD,SUN AND MOON - BASE SET,166 OF 163,0.09
WATER ENERGY,STANDARD,SUN AND MOON - BASE SET,167 OF 163,0.09
DARKNESS ENERGY,STANDARD,SUN AND MOON - BASE SET,168 OF 163,0.09
FIRE ENERGY,STANDARD,SUN AND MOON - BASE SET,169 OF 163,0.09
LIGHTNING ENERGY,STANDARD,SUN AND MOON - BASE SET,170 OF 163,0.09
METAL ENERGY,STANDARD,SUN AND MOON - BASE SET,171 OF 163,0.09
FAIRY ENERGY,STANDARD,SUN AND MOON - BASE SET,172 OF 163,0.09
CATERPIE,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,001 OF 147,0.19
CATERPIE,STANDARD,SUN AND MOON - BURNING SHADOWS,001 OF 147,0.09
METAPOD,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,002 OF 147,0.29
METAPOD,STANDARD,SUN AND MOON - BURNING SHADOWS,002 OF 147,0.19
BUTTERFREE,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,003 OF 147,0.39
BUTTERFREE,STANDARD,SUN AND MOON - BURNING SHADOWS,003 OF 147,0.29
ODDISH,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,004 OF 147,0.19
ODDISH,STANDARD,SUN AND MOON - BURNING SHADOWS,004 OF 147,0.09
GLOOM,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,005 OF 147,0.29
GLOOM,STANDARD,SUN AND MOON - BURNING SHADOWS,005 OF 147,0.19
VILEPLUME,STANDARD,SUN AND MOON - BURNING SHADOWS,006 OF 147,1.25
VILEPLUME,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,006 OF 147,1.25
TANGELA,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,007 OF 147,0.19
TANGELA,STANDARD,SUN AND MOON - BURNING SHADOWS,007 OF 147,0.09
TANGROWTH,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,008 OF 147,0.39
TANGROWTH,STANDARD,SUN AND MOON - BURNING SHADOWS,008 OF 147,0.25
LEDYBA,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,009 OF 147,0.19
LEDYBA,STANDARD,SUN AND MOON - BURNING SHADOWS,009 OF 147,0.09
LEDIAN,STANDARD,SUN AND MOON - BURNING SHADOWS,010 OF 147,0.25
LEDIAN,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,010 OF 147,0.25
HERACROSS,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,011 OF 147,0.39
HERACROSS,STANDARD,SUN AND MOON - BURNING SHADOWS,011 OF 147,0.29
PANSAGE,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,012 OF 147,0.19
PANSAGE,STANDARD,SUN AND MOON - BURNING SHADOWS,012 OF 147,0.09
SIMISAGE,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,013 OF 147,0.29
SIMISAGE,STANDARD,SUN AND MOON - BURNING SHADOWS,013 OF 147,0.19
DEWPIDER,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,014 OF 147,0.19
DEWPIDER,STANDARD,SUN AND MOON - BURNING SHADOWS,014 OF 147,0.09
ARAQUANID,STANDARD,SUN AND MOON - BURNING SHADOWS,015 OF 147,0.29
ARAQUANID,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,015 OF 147,0.29
WIMPOD,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,016 OF 147,1.35
WIMPOD,STANDARD,SUN AND MOON - BURNING SHADOWS,016 OF 147,0.49
GOLISOPOD GX,STANDARD,SUN AND MOON - BURNING SHADOWS,017 OF 147,3.29
CHARMANDER,STANDARD,SUN AND MOON - BURNING SHADOWS,018 OF 147,0.89
CHARMANDER,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,018 OF 147,0.49
CHARMELEON,STANDARD,SUN AND MOON - BURNING SHADOWS,019 OF 147,0.89
CHARMELEON,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,019 OF 147,0.59
CHARIZARD GX,STANDARD,SUN AND MOON - BURNING SHADOWS,020 OF 147,9.75
HO-OH GX,STANDARD,SUN AND MOON - BURNING SHADOWS,021 OF 147,4.79
PANSEAR,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,022 OF 147,0.19
PANSEAR,STANDARD,SUN AND MOON - BURNING SHADOWS,022 OF 147,0.09
SIMISEAR,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,023 OF 147,0.29
SIMISEAR,STANDARD,SUN AND MOON - BURNING SHADOWS,023 OF 147,0.19
HEATMOR,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,024 OF 147,0.29
HEATMOR,STANDARD,SUN AND MOON - BURNING SHADOWS,024 OF 147,0.19
SALAZZLE GX,STANDARD,SUN AND MOON - BURNING SHADOWS,025 OF 147,3.79
TURTONATOR,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,026 OF 147,0.39
TURTONATOR,STANDARD,SUN AND MOON - BURNING SHADOWS,026 OF 147,0.29
ALOLAN VULPIX,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,027 OF 147,0.19
ALOLAN VULPIX,STANDARD,SUN AND MOON - BURNING SHADOWS,027 OF 147,0.09
ALOLAN NINETALES,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,028 OF 147,2.29
ALOLAN NINETALES,STANDARD,SUN AND MOON - BURNING SHADOWS,028 OF 147,1.25
HORSEA,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,029 OF 147,0.19
HORSEA,STANDARD,SUN AND MOON - BURNING SHADOWS,029 OF 147,0.09
SEADRA,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,030 OF 147,0.29
SEADRA,STANDARD,SUN AND MOON - BURNING SHADOWS,030 OF 147,0.19
KINGDRA,STANDARD,SUN AND MOON - BURNING SHADOWS,031 OF 147,0.79
KINGDRA,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,031 OF 147,0.69
MAGIKARP,STANDARD,SUN AND MOON - BURNING SHADOWS,032 OF 147,0.39
MAGIKARP,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,032 OF 147,0.19
GYARADOS,STANDARD,SUN AND MOON - BURNING SHADOWS,033 OF 147,0.89
GYARADOS,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,033 OF 147,0.89
MARILL,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,034 OF 147,0.19
MARILL,STANDARD,SUN AND MOON - BURNING SHADOWS,034 OF 147,0.09
AZUMARILL,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,035 OF 147,0.39
AZUMARILL,STANDARD,SUN AND MOON - BURNING SHADOWS,035 OF 147,0.25
PANPOUR,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,036 OF 147,0.19
PANPOUR,STANDARD,SUN AND MOON - BURNING SHADOWS,036 OF 147,0.09
SIMIPOUR,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,037 OF 147,0.29
SIMIPOUR,STANDARD,SUN AND MOON - BURNING SHADOWS,037 OF 147,0.19
BRUXISH,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,038 OF 147,0.39
BRUXISH,STANDARD,SUN AND MOON - BURNING SHADOWS,038 OF 147,0.29
TAPU FINI GX,STANDARD,SUN AND MOON - BURNING SHADOWS,039 OF 147,3.79
PIKACHU,STANDARD,SUN AND MOON - BURNING SHADOWS,040 OF 147,0.25
PIKACHU,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,040 OF 147,0.19
RAICHU,STANDARD,SUN AND MOON - BURNING SHADOWS,041 OF 147,0.79
RAICHU,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,041 OF 147,0.69
ELECTABUZZ,STANDARD,SUN AND MOON - BURNING SHADOWS,042 OF 147,0.19
ELECTABUZZ,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,042 OF 147,0.19
ELECTIVIRE,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,043 OF 147,0.35
ELECTIVIRE,STANDARD,SUN AND MOON - BURNING SHADOWS,043 OF 147,0.29
TYNAMO,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,044 OF 147,0.19
TYNAMO,STANDARD,SUN AND MOON - BURNING SHADOWS,044 OF 147,0.09
EELEKTRIK,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,045 OF 147,0.29
EELEKTRIK,STANDARD,SUN AND MOON - BURNING SHADOWS,045 OF 147,0.19
EELEKTROSS,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,046 OF 147,0.39
EELEKTROSS,STANDARD,SUN AND MOON - BURNING SHADOWS,046 OF 147,0.29
TOGEDEMARU,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,047 OF 147,0.19
TOGEDEMARU,STANDARD,SUN AND MOON - BURNING SHADOWS,047 OF 147,0.09
SLOWKING,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,048 OF 147,0.39
SLOWKING,STANDARD,SUN AND MOON - BURNING SHADOWS,048 OF 147,0.29
WOBBUFFET,STANDARD,SUN AND MOON - BURNING SHADOWS,049 OF 147,0.19
WOBBUFFET,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,049 OF 147,0.19
SEVIPER,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,050 OF 147,0.59
SEVIPER,STANDARD,SUN AND MOON - BURNING SHADOWS,050 OF 147,0.19
DUSKULL,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,051 OF 147,0.29
DUSKULL,STANDARD,SUN AND MOON - BURNING SHADOWS,051 OF 147,0.09
DUSCLOPS,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,052 OF 147,0.39
DUSCLOPS,STANDARD,SUN AND MOON - BURNING SHADOWS,052 OF 147,0.19
DUSKNOIR,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,053 OF 147,0.89
DUSKNOIR,STANDARD,SUN AND MOON - BURNING SHADOWS,053 OF 147,0.69
CROAGUNK,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,054 OF 147,0.19
CROAGUNK,STANDARD,SUN AND MOON - BURNING SHADOWS,054 OF 147,0.09
TOXICROAK,STANDARD,SUN AND MOON - BURNING SHADOWS,055 OF 147,0.29
TOXICROAK,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,055 OF 147,0.29
VENIPEDE,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,056 OF 147,0.19
VENIPEDE,STANDARD,SUN AND MOON - BURNING SHADOWS,056 OF 147,0.09
WHIRLIPEDE,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,057 OF 147,0.29
WHIRLIPEDE,STANDARD,SUN AND MOON - BURNING SHADOWS,057 OF 147,0.19
SCOLIPEDE,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,058 OF 147,0.39
SCOLIPEDE,STANDARD,SUN AND MOON - BURNING SHADOWS,058 OF 147,0.29
ESPURR,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,059 OF 147,0.19
ESPURR,STANDARD,SUN AND MOON - BURNING SHADOWS,059 OF 147,0.09
MEOWSTIC,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,060 OF 147,0.39
MEOWSTIC,STANDARD,SUN AND MOON - BURNING SHADOWS,060 OF 147,0.25
SANDYGAST,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,061 OF 147,0.19
SANDYGAST,STANDARD,SUN AND MOON - BURNING SHADOWS,061 OF 147,0.09
PALOSSAND,STANDARD,SUN AND MOON - BURNING SHADOWS,062 OF 147,0.59
PALOSSAND,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,062 OF 147,0.49
NECROZMA GX,STANDARD,SUN AND MOON - BURNING SHADOWS,063 OF 147,3.79
MACHAMP GX,STANDARD,SUN AND MOON - BURNING SHADOWS,064 OF 147,3.79
RHYHORN,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,065 OF 147,0.19
RHYHORN,STANDARD,SUN AND MOON - BURNING SHADOWS,065 OF 147,0.09
RHYDON,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,066 OF 147,0.29
RHYDON,STANDARD,SUN AND MOON - BURNING SHADOWS,066 OF 147,0.19
RHYPERIOR,STANDARD,SUN AND MOON - BURNING SHADOWS,067 OF 147,0.69
RHYPERIOR,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,067 OF 147,0.59
LUNATONE,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,068 OF 147,0.29
LUNATONE,STANDARD,SUN AND MOON - BURNING SHADOWS,068 OF 147,0.19
SOLROCK,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,069 OF 147,0.29
SOLROCK,STANDARD,SUN AND MOON - BURNING SHADOWS,069 OF 147,0.19
RIOLU,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,070 OF 147,0.69
RIOLU,STANDARD,SUN AND MOON - BURNING SHADOWS,070 OF 147,0.09
LUCARIO,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,071 OF 147,0.79
LUCARIO,STANDARD,SUN AND MOON - BURNING SHADOWS,071 OF 147,0.69
SAWK,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,072 OF 147,0.19
SAWK,STANDARD,SUN AND MOON - BURNING SHADOWS,072 OF 147,0.09
CRABRAWLER,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,073 OF 147,0.19
CRABRAWLER,STANDARD,SUN AND MOON - BURNING SHADOWS,073 OF 147,0.09
CRABOMINABLE,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,074 OF 147,0.35
CRABOMINABLE,STANDARD,SUN AND MOON - BURNING SHADOWS,074 OF 147,0.29
LYCANROC,STANDARD,SUN AND MOON - BURNING SHADOWS,075 OF 147,0.69
LYCANROC,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,075 OF 147,0.49
LYCANROC,STANDARD,SUN AND MOON - BURNING SHADOWS,076 OF 147,2.79
LYCANROC,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,076 OF 147,0.35
MUDBRAY,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,077 OF 147,0.19
MUDBRAY,STANDARD,SUN AND MOON - BURNING SHADOWS,077 OF 147,0.09
MUDSDALE,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,078 OF 147,0.49
MUDSDALE,STANDARD,SUN AND MOON - BURNING SHADOWS,078 OF 147,0.29
PASSIMIAN,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,079 OF 147,0.39
PASSIMIAN,STANDARD,SUN AND MOON - BURNING SHADOWS,079 OF 147,0.25
MARSHADOW GX,STANDARD,SUN AND MOON - BURNING SHADOWS,080 OF 147,3.79
ALOLAN RATTATA,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,081 OF 147,0.19
ALOLAN RATTATA,STANDARD,SUN AND MOON - BURNING SHADOWS,081 OF 147,0.09
ALOLAN RATICATE,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,082 OF 147,0.29
ALOLAN RATICATE,STANDARD,SUN AND MOON - BURNING SHADOWS,082 OF 147,0.25
ALOLAN GRIMER,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,083 OF 147,0.29
ALOLAN GRIMER,STANDARD,SUN AND MOON - BURNING SHADOWS,083 OF 147,0.19
ALOLAN MUK GX,STANDARD,SUN AND MOON - BURNING SHADOWS,084 OF 147,3.79
SNEASEL,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,085 OF 147,0.19
SNEASEL,STANDARD,SUN AND MOON - BURNING SHADOWS,085 OF 147,0.09
WEAVILE,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,086 OF 147,1.49
WEAVILE,STANDARD,SUN AND MOON - BURNING SHADOWS,086 OF 147,0.49
DARKRAI,STANDARD,SUN AND MOON - BURNING SHADOWS,087 OF 147,0.79
DARKRAI,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,087 OF 147,0.39
DARKRAI GX,STANDARD,SUN AND MOON - BURNING SHADOWS,088 OF 147,3.79
INKAY,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,089 OF 147,0.19
INKAY,STANDARD,SUN AND MOON - BURNING SHADOWS,089 OF 147,0.09
MALAMAR,STANDARD,SUN AND MOON - BURNING SHADOWS,090 OF 147,0.29
MALAMAR,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,090 OF 147,0.29
RALTS,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,091 OF 147,0.89
RALTS,STANDARD,SUN AND MOON - BURNING SHADOWS,091 OF 147,0.19
KIRLIA,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,092 OF 147,0.89
KIRLIA,STANDARD,SUN AND MOON - BURNING SHADOWS,092 OF 147,0.25
GARDEVOIR GX,STANDARD,SUN AND MOON - BURNING SHADOWS,093 OF 147,4.29
DIANCIE,STANDARD,SUN AND MOON - BURNING SHADOWS,094 OF 147,0.69
DIANCIE,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,094 OF 147,0.39
CUTIEFLY,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,095 OF 147,0.19
CUTIEFLY,STANDARD,SUN AND MOON - BURNING SHADOWS,095 OF 147,0.09
RIBOMBEE,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,096 OF 147,0.35
RIBOMBEE,STANDARD,SUN AND MOON - BURNING SHADOWS,096 OF 147,0.25
MORELULL,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,097 OF 147,0.19
MORELULL,STANDARD,SUN AND MOON - BURNING SHADOWS,097 OF 147,0.09
SHIINOTIC,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,098 OF 147,0.35
SHIINOTIC,STANDARD,SUN AND MOON - BURNING SHADOWS,098 OF 147,0.29
NOIVERN GX,STANDARD,SUN AND MOON - BURNING SHADOWS,099 OF 147,3.79
ZYGARDE,STANDARD,SUN AND MOON - BURNING SHADOWS,100 OF 147,0.69
ZYGARDE,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,100 OF 147,0.39
MEOWTH,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,101 OF 147,0.19
MEOWTH,STANDARD,SUN AND MOON - BURNING SHADOWS,101 OF 147,0.09
PERSIAN,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,102 OF 147,0.39
PERSIAN,STANDARD,SUN AND MOON - BURNING SHADOWS,102 OF 147,0.29
PORYGON,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,103 OF 147,0.19
PORYGON,STANDARD,SUN AND MOON - BURNING SHADOWS,103 OF 147,0.09
PORYGON2,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,104 OF 147,0.29
PORYGON2,STANDARD,SUN AND MOON - BURNING SHADOWS,104 OF 147,0.19
PORYGON-Z,STANDARD,SUN AND MOON - BURNING SHADOWS,105 OF 147,0.89
PORYGON-Z,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,105 OF 147,0.49
HOOTHOOT,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,106 OF 147,0.19
HOOTHOOT,STANDARD,SUN AND MOON - BURNING SHADOWS,106 OF 147,0.09
NOCTOWL,REVERSE HOLO,SUN AND MOON - BURNING SHADOWS,107 OF 147,0.29
NOCTOWL,STANDARD,SUN AND MOON - BURNING SHADOWS,107 OF 147,0.19
